time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.042,-0.055,-0.05,0.005,0.052,-0.03,-0.022,-0.056,-0.235,-0.105,-0.385,-0.21,0.0
0.044,-0.056,-0.05,0.006,0.052,-0.031,-0.022,-0.054,-0.234,-0.105,-0.385,-0.21,-0.003
0.046,-0.053,-0.05,0.003,0.051,-0.028,-0.023,-0.056,-0.237,-0.105,-0.385,-0.21,-0.006
0.048,-0.05,-0.05,0.0,0.05,-0.025,-0.025,-0.054,-0.24,-0.105,-0.385,-0.21,-0.005
0.05,-0.05,-0.05,0.0,0.05,-0.025,-0.025,-0.05,-0.24,-0.105,-0.385,-0.21,-0.005
0.052,-0.05,-0.05,0.0,0.05,-0.025,-0.025,-0.05,-0.244,-0.105,-0.385,-0.21,-0.009
0.054,-0.047,-0.05,-0.003,0.049,-0.022,-0.026,-0.05,-0.245,-0.104,-0.384,-0.209,-0.01
0.056,-0.045,-0.05,-0.005,0.048,-0.02,-0.027,-0.05,-0.247,-0.107,-0.387,-0.212,-0.01
0.058,-0.045,-0.05,-0.005,0.048,-0.02,-0.027,-0.049,-0.25,-0.11,-0.39,-0.215,-0.01
0.06,-0.045,-0.05,-0.005,0.048,-0.02,-0.027,-0.045,-0.25,-0.11,-0.39,-0.215,-0.01
0.062,-0.046,-0.05,-0.005,0.048,-0.02,-0.027,-0.041,-0.25,-0.11,-0.39,-0.215,-0.014
0.064,-0.042,-0.05,-0.008,0.046,-0.017,-0.029,-0.037,-0.25,-0.11,-0.39,-0.218,-0.015
0.066,-0.041,-0.051,-0.011,0.046,-0.015,-0.031,-0.033,-0.25,-0.11,-0.39,-0.22,-0.015
0.068,-0.046,-0.056,-0.01,0.051,-0.018,-0.033,-0.029,-0.25,-0.11,-0.39,-0.22,-0.015
0.07,-0.05,-0.06,-0.01,0.055,-0.02,-0.035,-0.025,-0.25,-0.11,-0.39,-0.22,-0.015
0.072,-0.051,-0.06,-0.01,0.055,-0.021,-0.035,-0.025,-0.25,-0.11,-0.39,-0.219,-0.015
0.074,-0.047,-0.06,-0.013,0.054,-0.017,-0.036,-0.022,-0.25,-0.11,-0.39,-0.23,-0.015
0.076,-0.044,-0.06,-0.016,0.053,-0.014,-0.037,-0.018,-0.25,-0.11,-0.39,-0.235,-0.015
0.078,-0.045,-0.06,-0.015,0.053,-0.015,-0.037,-0.014,-0.25,-0.11,-0.39,-0.229,-0.015
0.08,-0.045,-0.06,-0.015,0.053,-0.015,-0.037,-0.01,-0.25,-0.11,-0.39,-0.23,-0.015
0.082,-0.041,-0.06,-0.019,0.05,-0.011,-0.04,-0.006,-0.25,-0.11,-0.39,-0.23,-0.015
0.084,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,-0.001,-0.25,-0.11,-0.39,-0.23,-0.015
0.086,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,0.0,-0.25,-0.11,-0.39,-0.23,-0.015
0.088,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,0.001,-0.25,-0.11,-0.39,-0.23,-0.015
0.09,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,0.005,-0.25,-0.11,-0.39,-0.23,-0.015
0.092,-0.035,-0.059,-0.024,0.048,-0.006,-0.041,0.005,-0.25,-0.11,-0.39,-0.23,-0.015
0.094,-0.038,-0.064,-0.025,0.051,-0.006,-0.044,0.004,-0.25,-0.11,-0.39,-0.23,-0.015
0.096,-0.039,-0.064,-0.025,0.052,-0.006,-0.045,0.007,-0.25,-0.11,-0.39,-0.23,-0.016
0.098,-0.043,-0.068,-0.024,0.056,-0.009,-0.046,0.01,-0.25,-0.11,-0.39,-0.23,-0.021
0.1,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.01,-0.25,-0.11,-0.39,-0.23,-0.025
0.102,-0.041,-0.079,-0.038,0.06,-0.002,-0.058,0.01,-0.25,-0.113,-0.389,-0.23,-0.028
0.104,-0.051,-0.089,-0.038,0.071,-0.006,-0.064,0.013,-0.25,-0.125,-0.4,-0.23,-0.04
0.106,-0.06,-0.095,-0.034,0.078,-0.013,-0.064,0.016,-0.25,-0.13,-0.405,-0.23,-0.045
0.108,-0.055,-0.089,-0.034,0.072,-0.01,-0.061,0.015,-0.25,-0.124,-0.399,-0.23,-0.039
0.11,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.015,-0.25,-0.125,-0.4,-0.23,-0.04
0.112,-0.061,-0.091,-0.03,0.076,-0.016,-0.06,0.016,-0.261,-0.125,-0.401,-0.23,-0.04
0.114,-0.056,-0.087,-0.031,0.071,-0.012,-0.058,0.009,-0.275,-0.125,-0.397,-0.23,-0.04
0.116,-0.057,-0.085,-0.028,0.071,-0.014,-0.056,0.002,-0.283,-0.123,-0.395,-0.23,-0.04
0.118,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,-0.001,-0.285,-0.12,-0.395,-0.23,-0.04
0.12,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,-0.005,-0.285,-0.12,-0.395,-0.23,-0.04
0.122,-0.065,-0.085,-0.021,0.075,-0.021,-0.053,-0.009,-0.285,-0.12,-0.395,-0.23,-0.04
0.124,-0.063,-0.082,-0.019,0.072,-0.021,-0.05,-0.013,-0.285,-0.121,-0.392,-0.23,-0.037
0.126,-0.059,-0.079,-0.021,0.069,-0.019,-0.05,-0.017,-0.285,-0.118,-0.389,-0.23,-0.034
0.128,-0.061,-0.08,-0.019,0.071,-0.021,-0.049,-0.021,-0.285,-0.115,-0.39,-0.23,-0.035
0.13,-0.065,-0.08,-0.015,0.073,-0.025,-0.047,-0.025,-0.285,-0.115,-0.39,-0.23,-0.035
0.132,-0.065,-0.08,-0.015,0.073,-0.025,-0.047,-0.025,-0.285,-0.115,-0.39,-0.234,-0.035
0.134,-0.065,-0.077,-0.012,0.071,-0.026,-0.044,-0.028,-0.285,-0.115,-0.387,-0.235,-0.035
0.136,-0.065,-0.074,-0.009,0.07,-0.027,-0.041,-0.031,-0.285,-0.115,-0.384,-0.235,-0.035
0.138,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,-0.029,-0.285,-0.114,-0.385,-0.235,-0.035
0.14,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,-0.025,-0.285,-0.11,-0.385,-0.235,-0.035
0.142,-0.065,-0.071,-0.006,0.068,-0.029,-0.038,-0.025,-0.285,-0.11,-0.381,-0.235,-0.031
0.144,-0.065,-0.07,-0.004,0.068,-0.03,-0.037,-0.025,-0.288,-0.11,-0.38,-0.235,-0.03
0.146,-0.064,-0.07,-0.006,0.068,-0.029,-0.037,-0.025,-0.291,-0.11,-0.38,-0.235,-0.03
0.148,-0.066,-0.07,-0.004,0.069,-0.031,-0.037,-0.025,-0.29,-0.109,-0.38,-0.235,-0.03
0.15,-0.07,-0.07,0.0,0.07,-0.035,-0.035,-0.025,-0.29,-0.105,-0.38,-0.235,-0.03
0.152,-0.066,-0.066,0.0,0.066,-0.032,-0.033,-0.025,-0.29,-0.105,-0.376,-0.235,-0.03
0.154,-0.068,-0.065,0.003,0.066,-0.035,-0.03,-0.026,-0.29,-0.105,-0.375,-0.235,-0.03
0.156,-0.07,-0.065,0.005,0.067,-0.037,-0.03,-0.023,-0.29,-0.105,-0.375,-0.235,-0.03
0.158,-0.071,-0.065,0.006,0.067,-0.038,-0.03,-0.02,-0.29,-0.105,-0.375,-0.235,-0.03
0.16,-0.075,-0.065,0.01,0.07,-0.042,-0.027,-0.02,-0.29,-0.105,-0.375,-0.235,-0.03
0.162,-0.076,-0.065,0.011,0.07,-0.043,-0.027,-0.02,-0.29,-0.109,-0.379,-0.235,-0.034
0.164,-0.072,-0.065,0.007,0.068,-0.039,-0.029,-0.02,-0.29,-0.113,-0.381,-0.235,-0.035
0.166,-0.07,-0.065,0.005,0.067,-0.037,-0.03,-0.02,-0.29,-0.117,-0.379,-0.235,-0.035
0.168,-0.069,-0.065,0.004,0.067,-0.036,-0.03,-0.02,-0.29,-0.121,-0.381,-0.235,-0.035
0.17,-0.065,-0.065,0.0,0.065,-0.032,-0.032,-0.02,-0.29,-0.125,-0.385,-0.235,-0.035
0.172,-0.065,-0.065,0.0,0.065,-0.032,-0.032,-0.02,-0.294,-0.129,-0.385,-0.235,-0.035
0.174,-0.062,-0.065,-0.003,0.064,-0.029,-0.034,-0.017,-0.299,-0.133,-0.385,-0.234,-0.035
0.176,-0.06,-0.066,-0.005,0.064,-0.027,-0.035,-0.014,-0.298,-0.137,-0.384,-0.239,-0.034
0.178,-0.067,-0.073,-0.006,0.071,-0.031,-0.039,-0.015,-0.294,-0.141,-0.388,-0.246,-0.038
0.18,-0.075,-0.085,-0.01,0.08,-0.032,-0.047,-0.015,-0.295,-0.145,-0.4,-0.25,-0.05
0.182,-0.072,-0.081,-0.01,0.076,-0.031,-0.046,-0.015,-0.295,-0.141,-0.397,-0.255,-0.046
0.184,-0.066,-0.079,-0.013,0.073,-0.027,-0.046,-0.015,-0.295,-0.139,-0.392,-0.252,-0.044
0.186,-0.065,-0.081,-0.016,0.073,-0.024,-0.048,-0.015,-0.295,-0.14,-0.388,-0.249,-0.045
0.188,-0.065,-0.079,-0.014,0.073,-0.025,-0.046,-0.015,-0.295,-0.14,-0.384,-0.25,-0.045
0.19,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,-0.015,-0.295,-0.14,-0.38,-0.25,-0.045
0.192,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,-0.015,-0.295,-0.14,-0.376,-0.25,-0.045
0.194,-0.065,-0.076,-0.01,0.071,-0.027,-0.042,-0.012,-0.295,-0.14,-0.375,-0.25,-0.045
0.196,-0.063,-0.073,-0.01,0.068,-0.026,-0.041,-0.009,-0.295,-0.14,-0.373,-0.25,-0.045
0.198,-0.059,-0.07,-0.01,0.064,-0.025,-0.04,-0.01,-0.295,-0.139,-0.37,-0.25,-0.045
0.2,-0.06,-0.07,-0.01,0.065,-0.025,-0.04,-0.01,-0.295,-0.135,-0.37,-0.25,-0.045
0.202,-0.065,-0.07,-0.006,0.068,-0.029,-0.038,-0.01,-0.295,-0.135,-0.37,-0.246,-0.045
0.204,-0.062,-0.067,-0.005,0.065,-0.029,-0.036,-0.007,-0.292,-0.135,-0.37,-0.245,-0.045
0.206,-0.059,-0.064,-0.005,0.062,-0.027,-0.035,-0.004,-0.289,-0.135,-0.37,-0.245,-0.045
0.208,-0.06,-0.065,-0.005,0.063,-0.027,-0.035,-0.005,-0.29,-0.135,-0.369,-0.245,-0.044
0.21,-0.06,-0.065,-0.005,0.063,-0.027,-0.035,-0.005,-0.29,-0.135,-0.365,-0.245,-0.04
0.212,-0.056,-0.061,-0.005,0.059,-0.025,-0.032,-0.005,-0.29,-0.135,-0.365,-0.245,-0.04
0.214,-0.054,-0.059,-0.006,0.057,-0.024,-0.032,-0.002,-0.29,-0.136,-0.365,-0.245,-0.04
0.216,-0.057,-0.061,-0.003,0.059,-0.027,-0.032,0.001,-0.29,-0.133,-0.365,-0.245,-0.04
0.218,-0.06,-0.059,0.0,0.059,-0.03,-0.029,0.0,-0.29,-0.13,-0.365,-0.244,-0.04
0.22,-0.055,-0.055,0.0,0.055,-0.027,-0.027,0.0,-0.29,-0.13,-0.365,-0.24,-0.04
0.222,-0.055,-0.055,0.0,0.055,-0.027,-0.027,0.0,-0.29,-0.13,-0.365,-0.24,-0.04
0.224,-0.056,-0.056,0.0,0.056,-0.027,-0.027,-0.001,-0.29,-0.13,-0.362,-0.24,-0.04
0.226,-0.053,-0.053,0.0,0.053,-0.026,-0.026,0.002,-0.29,-0.13,-0.359,-0.24,-0.04
0.228,-0.05,-0.05,0.001,0.05,-0.026,-0.024,0.005,-0.29,-0.13,-0.36,-0.24,-0.04
0.23,-0.055,-0.05,0.005,0.052,-0.03,-0.022,0.005,-0.29,-0.13,-0.36,-0.24,-0.04
0.232,-0.055,-0.05,0.005,0.052,-0.03,-0.022,0.005,-0.286,-0.13,-0.36,-0.24,-0.04
0.234,-0.054,-0.049,0.005,0.051,-0.03,-0.022,0.004,-0.284,-0.131,-0.361,-0.24,-0.041
0.236,-0.057,-0.052,0.005,0.054,-0.031,-0.023,0.007,-0.286,-0.128,-0.358,-0.24,-0.038
0.238,-0.06,-0.055,0.005,0.057,-0.032,-0.025,0.01,-0.284,-0.125,-0.355,-0.239,-0.035
0.24,-0.06,-0.055,0.005,0.057,-0.032,-0.025,0.01,-0.28,-0.125,-0.355,-0.235,-0.035
0.242,-0.061,-0.055,0.005,0.057,-0.033,-0.025,0.01,-0.28,-0.125,-0.355,-0.235,-0.035
0.244,-0.056,-0.054,0.002,0.055,-0.028,-0.026,0.01,-0.281,-0.125,-0.355,-0.235,-0.035
0.246,-0.058,-0.058,-0.001,0.058,-0.028,-0.029,0.01,-0.278,-0.125,-0.355,-0.235,-0.035
0.248,-0.067,-0.067,0.0,0.067,-0.033,-0.033,0.009,-0.275,-0.125,-0.355,-0.234,-0.035
0.25,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.275,-0.125,-0.355,-0.23,-0.035
0.252,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.275,-0.121,-0.355,-0.23,-0.035
0.254,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.272,-0.12,-0.355,-0.23,-0.035
0.256,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.269,-0.12,-0.355,-0.23,-0.035
0.258,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.27,-0.12,-0.355,-0.229,-0.035
0.26,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.27,-0.12,-0.355,-0.225,-0.035
0.262,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.005,-0.266,-0.12,-0.355,-0.225,-0.035
0.264,-0.069,-0.069,0.0,0.069,-0.035,-0.035,0.006,-0.264,-0.121,-0.355,-0.225,-0.035
0.266,-0.072,-0.072,0.0,0.072,-0.036,-0.036,0.003,-0.266,-0.118,-0.355,-0.225,-0.035
0.268,-0.075,-0.075,0.0,0.075,-0.037,-0.037,0.0,-0.264,-0.115,-0.355,-0.225,-0.035
0.27,-0.075,-0.075,0.0,0.075,-0.037,-0.037,0.0,-0.26,-0.115,-0.355,-0.225,-0.035
0.272,-0.075,-0.075,0.0,0.075,-0.037,-0.037,0.0,-0.26,-0.115,-0.355,-0.221,-0.035
0.274,-0.075,-0.075,0.0,0.075,-0.037,-0.037,0.0,-0.261,-0.115,-0.355,-0.22,-0.035
0.276,-0.076,-0.075,0.001,0.076,-0.038,-0.036,0.0,-0.258,-0.115,-0.355,-0.22,-0.035
0.278,-0.072,-0.075,-0.003,0.074,-0.034,-0.038,0.0,-0.255,-0.115,-0.355,-0.22,-0.035
0.28,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.0,-0.255,-0.115,-0.355,-0.22,-0.035
0.282,-0.038,-0.074,-0.036,0.056,-0.001,-0.054,-0.001,-0.254,-0.107,-0.355,-0.216,-0.029
0.284,-0.029,-0.082,-0.053,0.056,0.012,-0.068,0.008,-0.26,-0.102,-0.357,-0.214,-0.045
0.286,-0.034,-0.099,-0.064,0.067,0.015,-0.082,0.02,-0.236,-0.097,-0.349,-0.216,-0.059
0.288,-0.04,-0.122,-0.082,0.081,0.022,-0.102,0.027,-0.182,-0.096,-0.34,-0.214,-0.071
0.29,-0.03,-0.14,-0.11,0.085,0.04,-0.125,0.035,-0.14,-0.09,-0.33,-0.215,-0.095
0.292,-0.022,-0.125,-0.103,0.074,0.041,-0.114,0.047,-0.108,-0.036,-0.271,-0.221,-0.072
0.294,-0.012,-0.108,-0.096,0.061,0.042,-0.101,0.055,-0.076,0.021,-0.215,-0.17,-0.05
0.296,0.004,-0.09,-0.094,0.043,0.049,-0.091,0.068,-0.043,0.086,-0.144,-0.108,-0.022
0.298,0.016,-0.072,-0.088,0.028,0.053,-0.079,0.065,0.004,0.172,-0.036,-0.036,0.047
0.3,0.025,-0.055,-0.08,0.015,0.053,-0.067,0.03,0.04,0.255,0.085,0.1,0.16
0.302,0.073,-0.003,-0.076,-0.034,0.074,-0.04,0.002,-0.018,0.319,0.219,0.272,0.304
0.304,0.147,0.077,-0.07,-0.112,0.108,0.003,-0.067,-0.107,0.386,0.37,0.478,0.482
0.306,0.22,0.144,-0.076,-0.182,0.147,0.034,-0.163,-0.208,0.401,0.512,0.702,0.678
0.308,0.296,0.184,-0.113,-0.24,0.204,0.035,-0.26,-0.317,0.368,0.618,0.908,0.864
0.31,0.39,0.22,-0.17,-0.305,0.28,0.025,-0.36,-0.42,0.345,0.705,1.095,1.04
0.312,0.484,0.271,-0.213,-0.377,0.348,0.029,-0.46,-0.522,0.297,0.811,1.316,1.237
0.314,0.6,0.329,-0.271,-0.464,0.435,0.029,-0.598,-0.647,0.176,0.882,1.55,1.455
0.316,0.73,0.394,-0.336,-0.561,0.533,0.028,-0.766,-0.829,-0.036,0.88,1.76,1.689
0.318,0.857,0.48,-0.377,-0.668,0.616,0.051,-0.928,-1.023,-0.258,0.85,1.947,1.93
0.32,0.985,0.59,-0.395,-0.787,0.69,0.097,-1.075,-1.17,-0.425,0.825,2.115,2.155
0.322,1.107,0.685,-0.422,-0.896,0.764,0.132,-1.235,-1.308,-0.635,0.721,2.186,2.314
0.324,1.172,0.755,-0.418,-0.963,0.795,0.169,-1.351,-1.422,-0.844,0.529,2.106,2.317
0.326,1.206,0.798,-0.408,-1.002,0.807,0.195,-1.423,-1.514,-0.997,0.333,1.966,2.29
0.328,1.183,0.791,-0.392,-0.987,0.787,0.2,-1.469,-1.585,-1.089,0.161,1.793,2.229
0.33,1.08,0.735,-0.345,-0.907,0.712,0.195,-1.475,-1.655,-1.155,-0.05,1.5,2.0
0.332,0.995,0.692,-0.304,-0.843,0.649,0.193,-1.423,-1.754,-1.227,-0.339,1.073,1.68
0.334,0.828,0.596,-0.232,-0.712,0.53,0.182,-1.31,-1.744,-1.292,-0.667,0.593,1.301
0.336,0.617,0.464,-0.152,-0.54,0.385,0.156,-1.151,-1.699,-1.328,-0.982,0.098,0.886
0.338,0.44,0.377,-0.063,-0.408,0.252,0.157,-0.986,-1.641,-1.29,-1.163,-0.271,0.556
0.34,0.3,0.36,0.06,-0.33,0.12,0.21,-0.84,-1.49,-1.15,-1.13,-0.38,0.4
0.342,0.184,0.339,0.155,-0.262,0.015,0.246,-0.689,-1.313,-0.967,-1.011,-0.37,0.302
0.344,0.138,0.298,0.16,-0.219,-0.011,0.229,-0.568,-1.149,-0.821,-0.9,-0.359,0.252
0.346,0.117,0.252,0.135,-0.185,-0.009,0.193,-0.476,-0.991,-0.698,-0.798,-0.344,0.215
0.348,0.089,0.211,0.121,-0.151,-0.016,0.165,-0.404,-0.856,-0.584,-0.704,-0.312,0.176
0.35,0.075,0.18,0.105,-0.128,-0.015,0.142,-0.35,-0.76,-0.495,-0.635,-0.285,0.15
0.352,0.063,0.153,0.09,-0.109,-0.014,0.122,-0.294,-0.671,-0.426,-0.579,-0.276,0.127
0.354,0.048,0.113,0.065,-0.08,-0.009,0.089,-0.241,-0.589,-0.365,-0.524,-0.269,0.092
0.356,0.033,0.069,0.036,-0.051,-0.001,0.053,-0.189,-0.512,-0.306,-0.479,-0.261,0.049
0.358,0.013,0.029,0.017,-0.021,-0.002,0.023,-0.137,-0.435,-0.253,-0.44,-0.253,0.02
0.36,-0.03,-0.02,0.01,0.025,-0.02,-0.005,-0.085,-0.36,-0.21,-0.4,-0.245,0.01
0.362,-0.079,-0.072,0.006,0.075,-0.043,-0.032,-0.03,-0.307,-0.168,-0.372,-0.237,0.002
0.364,-0.083,-0.084,-0.001,0.083,-0.041,-0.042,-0.007,-0.255,-0.146,-0.342,-0.232,-0.005
0.366,-0.071,-0.079,-0.007,0.076,-0.032,-0.043,-0.002,-0.225,-0.133,-0.323,-0.228,-0.016
0.368,-0.069,-0.08,-0.012,0.074,-0.029,-0.046,0.007,-0.218,-0.116,-0.319,-0.225,-0.027
0.37,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.015,-0.21,-0.1,-0.315,-0.225,-0.035
0.372,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.023,-0.202,-0.088,-0.307,-0.225,-0.043
0.374,-0.058,-0.08,-0.022,0.069,-0.018,-0.051,0.031,-0.191,-0.078,-0.302,-0.222,-0.049
0.376,-0.061,-0.08,-0.019,0.07,-0.021,-0.05,0.039,-0.18,-0.073,-0.296,-0.22,-0.05
0.378,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.046,-0.173,-0.069,-0.289,-0.22,-0.05
0.38,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.05,-0.165,-0.065,-0.285,-0.22,-0.05
0.382,-0.064,-0.08,-0.016,0.073,-0.024,-0.047,0.054,-0.157,-0.061,-0.281,-0.22,-0.054
0.384,-0.065,-0.08,-0.015,0.073,-0.025,-0.047,0.056,-0.149,-0.057,-0.277,-0.217,-0.055
0.386,-0.066,-0.08,-0.014,0.073,-0.026,-0.047,0.054,-0.141,-0.053,-0.273,-0.214,-0.055
0.388,-0.064,-0.08,-0.016,0.072,-0.024,-0.048,0.057,-0.133,-0.049,-0.269,-0.215,-0.054
0.39,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.07,-0.125,-0.045,-0.265,-0.215,-0.05
0.392,-0.051,-0.08,-0.029,0.065,-0.011,-0.055,0.071,-0.117,-0.045,-0.261,-0.215,-0.05
0.394,-0.047,-0.08,-0.033,0.064,-0.007,-0.056,0.068,-0.112,-0.042,-0.26,-0.212,-0.05
0.396,-0.042,-0.08,-0.038,0.061,-0.002,-0.059,0.075,-0.108,-0.04,-0.258,-0.209,-0.05
0.398,-0.04,-0.08,-0.04,0.06,0.0,-0.06,0.087,-0.105,-0.039,-0.255,-0.21,-0.05
0.4,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.09,-0.105,-0.035,-0.255,-0.21,-0.05
0.402,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.09,-0.105,-0.035,-0.251,-0.206,-0.05
0.404,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.089,-0.102,-0.032,-0.25,-0.205,-0.05
0.406,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.092,-0.099,-0.03,-0.248,-0.205,-0.05
0.408,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.095,-0.1,-0.029,-0.245,-0.205,-0.05
0.41,-0.045,-0.08,-0.035,0.063,-0.005,-0.057,0.095,-0.1,-0.025,-0.245,-0.205,-0.05
0.412,-0.049,-0.08,-0.031,0.065,-0.009,-0.055,0.094,-0.096,-0.026,-0.241,-0.201,-0.05
0.414,-0.05,-0.08,-0.03,0.065,-0.01,-0.055,0.098,-0.095,-0.019,-0.24,-0.2,-0.051
0.416,-0.05,-0.08,-0.03,0.065,-0.01,-0.055,0.1,-0.095,-0.012,-0.238,-0.2,-0.048
0.418,-0.049,-0.079,-0.03,0.064,-0.01,-0.054,0.101,-0.095,-0.009,-0.235,-0.2,-0.045
0.42,-0.045,-0.075,-0.03,0.06,-0.007,-0.052,0.105,-0.095,-0.005,-0.235,-0.2,-0.045
0.422,-0.045,-0.075,-0.03,0.06,-0.007,-0.052,0.109,-0.087,0.003,-0.227,-0.196,-0.045
0.424,-0.045,-0.075,-0.031,0.06,-0.007,-0.052,0.113,-0.082,0.009,-0.221,-0.194,-0.045
0.426,-0.047,-0.075,-0.028,0.061,-0.009,-0.051,0.117,-0.076,0.011,-0.219,-0.196,-0.045
0.428,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.121,-0.069,0.018,-0.213,-0.194,-0.045
0.43,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.12,-0.065,0.03,-0.205,-0.19,-0.045
0.432,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.116,-0.057,0.031,-0.201,-0.19,-0.045
0.434,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.115,-0.052,0.03,-0.197,-0.19,-0.045
0.436,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.113,-0.048,0.03,-0.193,-0.19,-0.045
0.438,-0.051,-0.075,-0.024,0.063,-0.013,-0.05,0.11,-0.045,0.029,-0.19,-0.189,-0.045
0.44,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.11,-0.045,0.03,-0.19,-0.185,-0.045
0.442,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.106,-0.045,0.042,-0.186,-0.185,-0.045
0.444,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.105,-0.045,0.049,-0.184,-0.186,-0.048
0.446,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.102,-0.045,0.05,-0.186,-0.183,-0.051
0.448,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.093,-0.045,0.05,-0.184,-0.18,-0.05
0.45,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.085,-0.045,0.05,-0.18,-0.18,-0.05
0.452,-0.055,-0.075,-0.02,0.065,-0.017,-0.047,0.081,-0.048,0.05,-0.18,-0.18,-0.05
