time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.26,0.03,-0.125,-0.155,0.048,0.093,-0.14,-0.625,-1.325,-1.385,-0.86,-0.035,0.33
0.262,0.016,-0.135,-0.151,0.06,0.084,-0.142,-0.54,-1.137,-1.206,-0.766,-0.11,0.226
0.264,0.006,-0.138,-0.144,0.066,0.075,-0.141,-0.448,-0.952,-1.018,-0.656,-0.157,0.123
0.266,-0.001,-0.139,-0.138,0.07,0.069,-0.138,-0.376,-0.768,-0.838,-0.551,-0.195,0.049
0.268,-0.001,-0.135,-0.133,0.069,0.066,-0.134,-0.315,-0.612,-0.694,-0.472,-0.215,-0.004
0.27,-0.01,-0.135,-0.125,0.073,0.058,-0.13,-0.255,-0.505,-0.585,-0.405,-0.195,-0.055
0.272,-0.009,-0.131,-0.122,0.07,0.056,-0.126,-0.195,-0.392,-0.476,-0.331,-0.182,-0.065
0.274,-0.019,-0.13,-0.111,0.075,0.046,-0.12,-0.136,-0.294,-0.379,-0.275,-0.171,-0.067
0.276,-0.028,-0.128,-0.1,0.079,0.036,-0.114,-0.087,-0.222,-0.31,-0.222,-0.16,-0.072
0.278,-0.032,-0.125,-0.093,0.079,0.031,-0.109,-0.044,-0.159,-0.256,-0.176,-0.153,-0.076
0.28,-0.04,-0.125,-0.085,0.083,0.023,-0.105,-0.005,-0.1,-0.2,-0.15,-0.145,-0.08
0.282,-0.044,-0.121,-0.077,0.083,0.017,-0.099,0.004,-0.067,-0.167,-0.12,-0.137,-0.084
0.284,-0.05,-0.119,-0.069,0.085,0.009,-0.094,0.01,-0.037,-0.134,-0.11,-0.129,-0.085
0.286,-0.06,-0.121,-0.061,0.091,0.0,-0.09,0.019,-0.02,-0.113,-0.109,-0.12,-0.086
0.288,-0.066,-0.119,-0.053,0.093,-0.006,-0.086,0.027,-0.02,-0.109,-0.104,-0.115,-0.091
0.29,-0.065,-0.115,-0.05,0.09,-0.007,-0.082,0.035,-0.015,-0.105,-0.1,-0.12,-0.095
0.292,-0.065,-0.115,-0.05,0.09,-0.007,-0.082,0.043,-0.011,-0.101,-0.1,-0.119,-0.099
0.294,-0.065,-0.115,-0.05,0.09,-0.007,-0.082,0.05,-0.007,-0.097,-0.098,-0.13,-0.1
0.296,-0.065,-0.115,-0.05,0.09,-0.007,-0.082,0.046,-0.003,-0.093,-0.092,-0.135,-0.102
0.298,-0.064,-0.114,-0.05,0.089,-0.007,-0.082,0.049,0.0,-0.089,-0.09,-0.129,-0.105
0.3,-0.06,-0.11,-0.05,0.085,-0.005,-0.08,0.07,0.0,-0.085,-0.09,-0.13,-0.105
0.302,-0.059,-0.11,-0.05,0.085,-0.005,-0.08,0.071,0.004,-0.077,-0.086,-0.13,-0.105
0.304,-0.063,-0.11,-0.047,0.087,-0.008,-0.078,0.069,0.008,-0.072,-0.081,-0.13,-0.105
0.306,-0.066,-0.11,-0.044,0.089,-0.011,-0.077,0.07,0.012,-0.068,-0.08,-0.13,-0.105
0.308,-0.064,-0.109,-0.045,0.087,-0.009,-0.077,0.07,0.015,-0.064,-0.079,-0.129,-0.105
0.31,-0.06,-0.105,-0.045,0.083,-0.007,-0.075,0.07,0.015,-0.06,-0.075,-0.125,-0.105
0.312,-0.06,-0.105,-0.045,0.083,-0.007,-0.075,0.07,0.019,-0.056,-0.075,-0.125,-0.105
0.314,-0.06,-0.106,-0.046,0.083,-0.007,-0.076,0.07,0.024,-0.052,-0.075,-0.125,-0.108
0.316,-0.06,-0.103,-0.043,0.082,-0.008,-0.073,0.07,0.025,-0.048,-0.075,-0.125,-0.111
0.318,-0.06,-0.1,-0.04,0.08,-0.01,-0.07,0.07,0.026,-0.045,-0.075,-0.125,-0.11
0.32,-0.06,-0.1,-0.04,0.08,-0.01,-0.07,0.07,0.03,-0.045,-0.075,-0.125,-0.11
0.322,-0.06,-0.1,-0.04,0.08,-0.01,-0.07,0.07,0.035,-0.041,-0.071,-0.125,-0.11
0.324,-0.061,-0.101,-0.04,0.08,-0.01,-0.07,0.07,0.035,-0.04,-0.07,-0.122,-0.11
0.326,-0.058,-0.098,-0.04,0.078,-0.009,-0.069,0.07,0.037,-0.038,-0.07,-0.119,-0.11
0.328,-0.054,-0.095,-0.04,0.074,-0.007,-0.067,0.07,0.04,-0.035,-0.07,-0.12,-0.11
0.33,-0.055,-0.095,-0.04,0.075,-0.007,-0.067,0.07,0.04,-0.035,-0.07,-0.12,-0.11
0.332,-0.059,-0.095,-0.036,0.077,-0.011,-0.065,0.07,0.044,-0.031,-0.07,-0.12,-0.114
0.334,-0.061,-0.096,-0.035,0.079,-0.013,-0.065,0.07,0.045,-0.03,-0.071,-0.121,-0.115
0.336,-0.058,-0.093,-0.035,0.076,-0.011,-0.064,0.07,0.047,-0.028,-0.068,-0.118,-0.115
0.338,-0.055,-0.09,-0.035,0.073,-0.01,-0.062,0.07,0.051,-0.025,-0.065,-0.115,-0.115
0.34,-0.055,-0.09,-0.035,0.073,-0.01,-0.062,0.07,0.05,-0.025,-0.065,-0.115,-0.115
0.342,-0.055,-0.09,-0.035,0.073,-0.01,-0.062,0.07,0.048,-0.021,-0.065,-0.115,-0.115
0.344,-0.058,-0.09,-0.032,0.074,-0.013,-0.061,0.07,0.065,-0.02,-0.065,-0.115,-0.115
0.346,-0.061,-0.09,-0.029,0.075,-0.016,-0.06,0.07,0.08,-0.018,-0.065,-0.115,-0.115
0.348,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.07,0.08,-0.015,-0.064,-0.115,-0.115
0.35,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.07,0.08,-0.015,-0.06,-0.115,-0.115
0.352,-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.07,0.08,-0.011,-0.06,-0.111,-0.111
0.354,-0.057,-0.087,-0.03,0.072,-0.013,-0.058,0.069,0.08,-0.006,-0.06,-0.11,-0.11
0.356,-0.054,-0.084,-0.03,0.069,-0.011,-0.057,0.072,0.08,-0.005,-0.06,-0.11,-0.11
0.358,-0.056,-0.085,-0.029,0.071,-0.013,-0.057,0.075,0.08,-0.004,-0.06,-0.11,-0.11
0.36,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.08,0.0,-0.06,-0.11,-0.11
0.362,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.08,0.005,-0.06,-0.11,-0.11
0.364,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.08,0.005,-0.057,-0.11,-0.11
0.366,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.08,0.007,-0.054,-0.11,-0.11
0.368,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.081,0.011,-0.055,-0.11,-0.109
0.37,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.075,0.085,0.01,-0.055,-0.11,-0.105
0.372,-0.056,-0.081,-0.025,0.069,-0.015,-0.052,0.083,0.085,0.01,-0.055,-0.11,-0.105
0.374,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.088,0.085,0.013,-0.055,-0.11,-0.105
0.376,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.092,0.085,0.016,-0.055,-0.11,-0.105
0.378,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.015,-0.055,-0.11,-0.105
0.38,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.015,-0.055,-0.11,-0.105
0.382,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.019,-0.051,-0.11,-0.105
0.384,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.021,-0.05,-0.11,-0.106
0.386,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.019,-0.05,-0.11,-0.103
0.388,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.021,-0.05,-0.11,-0.1
0.39,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.085,0.025,-0.05,-0.11,-0.1
0.392,-0.06,-0.085,-0.025,0.073,-0.017,-0.055,0.095,0.089,0.025,-0.05,-0.11,-0.1
0.394,-0.057,-0.082,-0.025,0.07,-0.016,-0.053,0.095,0.09,0.024,-0.05,-0.11,-0.1
0.396,-0.054,-0.079,-0.025,0.067,-0.015,-0.052,0.095,0.092,0.027,-0.05,-0.11,-0.1
0.398,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.095,0.03,-0.049,-0.11,-0.1
0.4,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.095,0.03,-0.045,-0.11,-0.1
0.402,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.099,0.03,-0.045,-0.11,-0.1
0.404,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.1,0.033,-0.045,-0.111,-0.101
0.406,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.102,0.036,-0.045,-0.108,-0.098
0.408,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.105,0.035,-0.045,-0.105,-0.095
0.41,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.105,0.035,-0.045,-0.105,-0.095
0.412,-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.109,0.039,-0.045,-0.105,-0.095
0.414,-0.058,-0.08,-0.022,0.069,-0.018,-0.051,0.095,0.113,0.043,-0.045,-0.105,-0.095
0.416,-0.061,-0.08,-0.019,0.07,-0.021,-0.05,0.095,0.117,0.047,-0.045,-0.105,-0.095
0.418,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.095,0.12,0.05,-0.044,-0.104,-0.095
0.42,-0.06,-0.08,-0.02,0.07,-0.02,-0.05,0.095,0.12,0.05,-0.04,-0.1,-0.095
0.422,-0.06,-0.076,-0.016,0.068,-0.022,-0.046,0.095,0.124,0.054,-0.04,-0.1,-0.099
0.424,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.095,0.125,0.055,-0.041,-0.1,-0.1
0.426,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.095,0.127,0.057,-0.038,-0.1,-0.102
0.428,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.095,0.13,0.06,-0.035,-0.1,-0.105
0.43,-0.06,-0.075,-0.015,0.068,-0.022,-0.045,0.095,0.13,0.06,-0.035,-0.1,-0.1
0.432,-0.064,-0.075,-0.011,0.07,-0.026,-0.042,0.099,0.134,0.064,-0.035,-0.1,-0.1
0.434,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,0.1,0.134,0.065,-0.032,-0.097,-0.1
0.436,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,0.1,0.138,0.066,-0.029,-0.094,-0.1
0.438,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,0.1,0.147,0.071,-0.03,-0.095,-0.1
0.44,-0.065,-0.075,-0.01,0.07,-0.027,-0.042,0.1,0.15,0.075,-0.03,-0.095,-0.1
0.442,-0.069,-0.075,-0.006,0.073,-0.031,-0.04,0.1,0.154,0.079,-0.026,-0.095,-0.1
0.444,-0.07,-0.075,-0.004,0.073,-0.033,-0.04,0.103,0.155,0.08,-0.024,-0.096,-0.1
0.446,-0.07,-0.075,-0.006,0.073,-0.032,-0.041,0.106,0.155,0.081,-0.026,-0.093,-0.1
0.448,-0.07,-0.074,-0.004,0.072,-0.032,-0.039,0.105,0.154,0.086,-0.024,-0.09,-0.1
0.45,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.105,0.155,0.09,-0.02,-0.09,-0.1
0.452,-0.07,-0.07,0.0,0.07,-0.035,-0.035,0.105,0.172,0.094,-0.02,-0.09,-0.1
0.454,-0.067,-0.067,0.0,0.067,-0.033,-0.033,0.106,0.174,0.096,-0.021,-0.09,-0.101
0.456,-0.064,-0.064,0.0,0.064,-0.031,-0.032,0.103,0.169,0.093,-0.018,-0.09,-0.098
0.458,-0.066,-0.065,0.001,0.066,-0.033,-0.032,0.1,0.17,0.098,-0.015,-0.09,-0.095
0.46,-0.07,-0.065,0.005,0.067,-0.037,-0.03,0.1,0.17,0.115,-0.015,-0.09,-0.095
0.462,-0.066,-0.061,0.005,0.063,-0.035,-0.027,0.1,0.169,0.12,-0.015,-0.086,-0.095
